id,title,year,gross
4478105,The Longest Yard,2005,158119460
4478194,The Lookout,2007,4600585
4478299,The Lord of the Rings: The Return of the King,2003,377845905
4478498,The Lost City,2005,2483955
4482336,The Man,2005,8326035
4483619,The Manchurian Candidate,2004,65955630
4483985,The Marine,2006,18843314
4484732,The Matador,2005,12594698
4484863,The Matrix Reloaded,2003,281492479
4484877,The Matrix Revolutions,2003,139313948
4485242,The Medallion,2003,22108977
4485699,The Merchant of Venice,2004,3765585
4485980,The Messengers,2007,35374833
4487410,The Missing,2003,27011180
4487633,The Mist,2007,25593755
4487856,The Moguls,2005,15090
4488874,The Mostly Unfabulous Social Life of Ethan Green,2005,152810
4488878,The Motel,2005,47587
4490494,The Namesake,2006,13569248
4490508,The Nanny Diaries,2007,25925170
4490688,The Nativity Story,2006,37629831
4491829,The New World,2005,12712093
4492391,The Night Listener,2006,7825820
4492762,The Nines,2007,62745
4493116,The Notebook,2004,81001787
4493160,The Notorious Bettie Page,2005,1410778
4493283,The Number 23,2007,35193167
4493932,The Oh in Ohio,2006,418689
4494411,The Omen,2006,54607383
4495173,The Order,2003,7659747
4496540,The Pacifier,2005,113086868
4496762,The Painted Veil,2006,8060487
4497723,The Passion of the Christ,2004,370782930
4498852,The Perfect Holiday,2007,5809663
4498900,The Perfect Man,2005,16247775
4499013,The Perfect Score,2004,10387706
4499495,The Phantom of the Opera,2004,51268815
4500284,The Pink Panther,2006,82226474
4501347,The Polar Express,2004,183373735
4501529,The Pool,2007,94901
4502566,The Prestige,2006,53089891
4503024,The Prince & Me,2004,28165882
4503206,The Princess Diaries 2: Royal Engagement,2004,95170481
4503512,"The Prize Winner of Defiance, Ohio",2005,626310
4503731,The Producers,2005,19377727
4504505,The Puffy Chair,2005,192467
4504571,The Punisher,2004,33682273
4504807,The Pursuit of Happyness,2006,163566459
4505012,The Queen,2006,56441711
4505339,The Quiet,2005,381186
4505466,The R.M.,2003,1111615
4506482,The Real Cancun,2003,3713002
4506530,The Real Dirt on Farmer John,2005,12376
4506920,The Reaping,2007,25117498
4507214,The Recruit,2003,52802140
4508715,The Return,2006,7749851
4508716,The Return,2006,102171
4509869,The Ring Two,2005,76231249
4509886,The Ringer,2005,35424335
4512197,The Rundown,2003,47726342
4512851,The Salon,2005,92362
4513146,The Santa Clause 3: The Escape Clause,2006,84500122
4513202,The Sasquatch Gang,2006,9458
4513284,The Savages,2007,6610326
4513681,The School of Rock,2003,81261177
4514509,The Seat Filler,2004,10238923
4514548,The Second Chance,2006,432253
4515493,The Seeker: The Dark Is Rising,2007,8791738
4515644,The Sensation of Sight,2006,23054
4515689,The Sentinel,2006,36280697
4516485,The Shaggy Dog,2006,61123569
4516597,The Shape of Things,2003,732241
4517690,The Signal,2007,597420
4518209,The Simpsons Movie,2007,183135014
4518336,The Singing Detective,2003,336456
4518358,The Singing Revolution,2006,330017
4518539,The Sisterhood of the Traveling Pants,2005,39008741
4518588,The Situation,2006,48195
4518710,The Skeleton Key,2005,47806295
4521573,The SpongeBob SquarePants Movie,2004,85417988
4521855,The Squid and the Whale,2005,7362100
4522400,The Station Agent,2003,5739376
4522530,The Stepford Wives,2004,59484742
4523613,The Strange Case of Dr. Jekyll and Mr. Hyde,2006,19111
4527050,The Ten,2007,766487
4527056,The Ten Commandments,2007,952820
4527113,The Tenants,2005,2010
4527234,The Terminal,2004,77872883
4527528,The Texas Chainsaw Massacre,2003,80571655
4527532,The Texas Chainsaw Massacre: The Beginning,2006,39517763
4527822,The Thing About My Folks,2005,814682
4528307,The Three Burials of Melquiades Estrada,2005,5023275
4530599,The Treatment,2006,82701
4530843,The Trials of Darryl Hunt,2006,1111
4531047,The Tripper,2006,20840
4532030,The TV Set,2006,265198
4532470,The U.S. vs. John Lennon,2006,1102937
4532615,The Ultimate Gift,2006,3438735
4533485,The United States of Leland,2003,343816
4533999,The Untold Story of Emmett Louis Till,2005,202481
4534165,The Upside of Anger,2005,18761993
4535368,The Village,2004,114197520
4535864,The Visitor,2007,9422422
4536770,The Walker,2007,77177
4537281,The War Tapes,2006,254190
4537288,The War Within,2005,73789
4537762,The Watermelon Heist,2003,12344000
4538312,The Weather Man,2005,12482775
4538415,The Wedding Date,2005,31726995
4538788,The Wendell Baker Story,2005,127144
4539228,The White Countess,2005,1666262
4539563,The Whole Ten Yards,2004,16323969
4539657,The Wicker Man,2006,24413467
4539848,The Wild,2006,37384046
4539946,The Wild Parrots of Telegraph Hill,2003,3058229
4541501,The Wonder of It All,2007,779632
4541745,The Woodsman,2004,1566812
4541836,The Work and the Glory,2004,3347647
4541837,The Work and the Glory II: American Zion,2005,2025032
4541838,The Work and the Glory III: A House Divided,2006,1325092
4542345,The World's Fastest Indian,2005,5128124
4543229,The Year of the Yao,2004,34699
4543412,The Yes Men,2003,198975
4543509,The Young Black Stallion,2003,6751389
4543790,The Zodiac,2005,44785
4544505,Then She Found Me,2007,3735303
4545097,There Will Be Blood,2007,40222514
4546851,Things We Lost in the Fire,2007,3287315
4547361,Thirteen,2003,4599680
4547703,This Christmas,2007,49121934
4547749,This Divided State,2005,4255
4547787,This Film Is Not Yet Rated,2006,302179
4548912,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,2003,45195
4550115,Thr3e,2006,1008849
4550979,Three of Hearts: A Postmodern Family,2004,19738
4552122,Through the Fire,2005,25752
4552664,Thumbsucker,2005,1325073
4552857,Thunderbirds,2004,6768055
4553166,Thérèse: The Story of Saint Thérèse of Lisieux,2004,2607578
4555959,Timber Falls,2007,250000
4557116,Timeline,2003,19481943
4559274,TMNT,2007,54149098
4563713,Tom Dowd & the Language of Music,2003,40238
4563933,Tom yum goong,2005,11905519
4567680,Torque,2004,21215059
4567798,Tortilla Heaven,2007,104999
4569063,Touching the Void,2003,4581222
4570995,Trade,2007,214202
4572613,Transamerica,2005,9015303
4572850,Transformation: The Life and Legacy of Werner Erhard,2006,25460
4572880,Transformers,2007,319246193
4573430,Transporter 2,2005,43095600
4576226,Trespassing,2004,8747
4578196,Tristan + Isolde,2006,14732623
4579026,Tropa de Elite,2007,8060
4579646,Troy,2004,133378256
4579837,Trudell,2005,21844
4580512,Trumbo,2007,7850210
4580827,Trust the Man,2005,1530535
4583761,Tupac: Resurrection,2003,7707563
4584021,Turistas,2006,7025803
4585886,Twentynine Palms,2003,54523
4586463,Twist of Faith,2004,2474
4586500,Twisted,2004,25195050
4587265,Two for the Money,2005,22862049
4588307,Two Weeks,2006,45816
4588697,Tying the Knot,2004,37464
4590333,U2 3D,2007,10353690
4592761,Ultraviolet,2006,18500966
4595680,Un long dimanche de fiançailles,2004,6167817
4598313,Unaccompanied Minors,2006,16647384
4598448,Unbeatable Harold,2006,38900
4599269,Uncovered: The War on Iraq,2004,31481
4600420,Under the Tuscan Sun,2003,43610723
4600543,Underclassman,2005,5654777
4600667,Underdog,2007,43751706
4600998,Undertow,2004,124171
4601070,Underworld,2003,51970690
4601089,Underworld: Evolution,2006,62318875
4601149,Undiscovered,2005,1069318
4601216,Undoing,2006,44999
4603263,Unidentified,2006,222108
4603533,United 93,2006,31567134
4604177,Unknown,2006,63677735
4604278,Unknown White Male,2005,124414
4604327,Unleashed,2005,24520892
4608846,Up for Grabs,2004,1881
4609621,Uptown Girls,2003,36922190
4612068,V for Vendetta,2005,70511035
4612607,Vacancy,2007,19363565
4613250,Vajra Sky Over Tibet,2006,45136
4613825,Valiant,2005,19447478
4614057,Valley of the Heart's Delight,2006,118666
4614853,Van Helsing,2004,120177084
4614912,Van Wilder 2: The Rise of Taj,2006,4261350
4614938,Vanaja,2006,145927
4615429,Vanity Fair,2004,16136476
4618461,Venom,2005,881745
4619712,Veronica Guerin,2003,1571504
4623473,View from the Top,2003,15589458
4625648,Virgin,2003,9614
4628571,Voces inocentes,2004,837000
4629025,Voices in Wartime,2005,20702
4629058,Voices of Iraq,2004,57102
4633600,Waist Deep,2006,21318194
4634263,Waiting...,2005,16124543
4634270,Waitress,2007,19067631
4634469,Wake,2003,3740
4635170,Walk Hard: The Dewey Cox Story,2007,18317151
4635280,Walk the Line,2005,119519402
4635564,Walking Tall,2004,45860039
4637108,War,2007,22466994
4637216,War Dance,2007,111469
4637245,"War Eagle, Arkansas",2007,120177
4637432,War of the Worlds,2005,234280354
4638659,Wasabi Tuna,2003,50660
4638924,Wassup Rockers,2005,221415
4640244,Watermarks,2004,245845
4640882,Ways of the Flesh,2006,1096288
4641331,We Are Marshall,2006,43545364
4641730,We Don't Live Here Anymore,2004,2037545
4642119,We Own the Night,2007,28563179
4643241,Wedding Crashers,2005,209218368
4644718,Welcome to Mooseport,2004,14469428
4647216,What a Girl Wants,2003,35990505
4648834,What the #$*! Do We (K)now!?,2004,10941801
4648843,What the Bleep!?: Down the Rabbit Hole,2006,135706
4649063,What We Do Is Secret,2007,58776
4649164,What Would Jesus Buy?,2007,196990
4650177,When a Stranger Calls,2006,47860214
4650438,When Do We Eat?,2005,428432
4651792,When the Road Bends... Tales of a Gypsy Caravan,2006,440357
4652133,When Will I Be Loved,2004,159429
4652531,Where God Left His Shoes,2007,3911
4653433,Where's the Party Yaar?,2003,48832
4654334,White Chicks,2004,70831760
4654895,White Noise,2005,56386759
4655811,Who Gets to Call It Art?,2006,27344
4656134,Who Killed the Electric Car?,2006,1677838
4656317,Who the #$&% Is Jackson Pollock?,2006,12571
4656728,Who's Your Caddy?,2007,5694308
4657209,Why Did I Get Married?,2007,55184721
4657701,Why We Fight,2005,1880863
4658007,Wicker Park,2004,12831121
4659243,Wild Hogs,2007,168273550
4659579,Wild Tigers I Have Known,2006,9946
4659613,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,2006,603564
4660363,Willard,2003,6886089
4660474,William Eggleston in the Real World,2005,44435
4661014,Wimbledon,2004,17001133
4661048,Win a Date with Tad Hamilton!,2004,17071962
4661157,Wind Chill,2007,20146
4662476,Winter Passing,2005,101228
4662509,Winter Solstice,2004,319228
4663672,With All Deliberate Speed,2004,7690
4664313,Without a Paddle,2004,58169327
4664481,Without the King,2007,8471
4664871,WMD: Weapons of Mass Deception,2004,27301
4665850,Woman Thou Art Loosed,2004,6879730
4666823,Wonderful Days,2003,29425
4666896,Wonderland,2003,1060512
4667481,Word Wars,2004,60802
4667504,Wordplay,2006,3117666
4668564,World Trade Center,2006,70278893
4669807,Wrestling with Angels: Playwright Tony Kushner,2006,24729
4669896,Wristcutters: A Love Story,2006,316996
4670372,Wrong Turn,2003,15417771
4670585,Wu ji,2005,8186236
4671950,X-Men: The Last Stand,2006,234362462
4672033,X2,2003,214949694
4673749,xXx: State of the Union,2005,26873932
4676308,Year of the Dog,2007,1540141
4677283,Yes,2004,396035
4677970,Yiddish Theater: A Love Story,2006,39081
4680312,You Got Served,2004,40066497
4680396,You Kill Me,2007,2426851
4681009,You're Gonna Miss Me,2005,1340
4681316,"You, Me and Dupree",2006,75628110
4682923,"Yours, Mine & Ours",2005,53412862
4683060,Youth Without Youth,2007,244397
4683428,Yu-Gi-Oh! The Movie,2004,19762690
4686512,Zathura: A Space Adventure,2005,29258869
4687881,Zero Day,2003,7221
4688064,Zerophilia,2005,7013
4689876,Zizek!,2005,17320
4690174,Zodiac,2007,33080084
4691486,Zoo,2007,69032
4691623,Zoom,2006,11631245
4693309,Zyzzyx Rd,2006,30
4695599,Æon Flux,2005,25857987
4696067,Écrivain d'O,2004,8127
